Name,AddressLine1,AddressLine2,CityStateZipRaw,City,State,Zip,Phone,Email,Website,DateTimeScraped
CLARA STREET COMPANY,5055 SOLANO AVE,,"NAPA CA, 94558-1326",NAPA,CA,94558,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:07 AM
CARACCIOLI CELLARS INC,18181 CACHAGUA RD,,"CARMEL VALLEY CA, 93924-9313",CARMEL VALLEY,CA,93924,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:07 AM
JACKSON FAMILY WINES INC,7600 ST HELENA HWY,,"OAKVILLE CA, 94562",OAKVILLE,CA,94562,(707) 547-4798,Dezerlee.Reeves@jfwmail.com,,10/28/2016 10:10:07 AM
CELLAR RAT CELLARS LLC,1160 HOPPER AVE,,"SANTA ROSA CA, 95403-1651",SANTA ROSA,CA,95403,(707) 433-8270,serena@cartographwines.com,www.cartographwines.com,10/28/2016 10:10:07 AM
FIVE VINES LLC,2075 SUMMIT LAKE DR,,"ANGWIN CA, 94508",ANGWIN,CA,94508,(866) 661-4190,tami.ferrero@wineindustrycompliance.com,,10/28/2016 10:10:07 AM
GENESEO PARTNERS LP,7350 LINNE RD,,"PASO ROBLES CA, 93446",PASO ROBLES,CA,93446,(805) 239-1730,info@casswines.com,www.casswines.com,10/28/2016 10:10:07 AM
CAVE RIDGE VINEYARD LLC,1476 CONICVILLE RD,,"MT JACKSON VA, 22842",MT JACKSON,VA,22842,(540) 477-2585,caveridgewines@caveridge.com,www.caveridge.com,10/28/2016 10:10:07 AM
CAYMUS VINEYARDS INC,PO BOX 3617,,"PASO ROBLES CA, 93447-3617",PASO ROBLES,CA,93447,(805) 239-4502,Caymus@compli-beverage.com,,10/28/2016 10:10:07 AM
CAYUSE WINERY LLC,53863 HWY-332 / SUNNYSIDE RD,,"MILTON-FREEWATER OR, 97862",MILTON-FREEWATER,OR,97862,(509) 526-0686,INFO@CAYUSEVINEYARDS.COM,www.cayusevineyards.com,10/28/2016 10:10:07 AM
"FOLEY FAMILY WINES, INC.",10300 CHALK HILL RD,,"HEALDSBURG CA, 95448",HEALDSBURG,CA,95448,(707) 708-7641,compliance@foleyfamilywines.com,www.foleyfamilywines.com,10/28/2016 10:10:07 AM
"FOLEY FAMILY WINES, INC.",32020 STONEWALL CANYON RD,,"SOLEDAD CA, 93960",SOLEDAD,CA,93960,(707) 708-7641,compliance@foleyfamilywines.com,www.foleyfamilywines.com,10/28/2016 10:10:07 AM
CHAMISAL VINEYARDS LLC,7525 ORCUTT RD,,"SAN LUIS OBISPO CA, 93401",SAN LUIS OBISPO,CA,93401,(707) 260-0922,jeanette.wemette@crimsonwinegroup.com,www.crimsonwinegroup.com,10/28/2016 10:10:07 AM
CHAPPELLET WINERY INC,1581 SAGE CANYON  RD,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:07 AM
SULPHUR SPRINGS WINERY LLC,2252 SULPHUR SPRINGS AVE,,"ST HELENA CA, 94574-2412",ST HELENA,CA,94574,(707) 265-0233,BETH@THEWACCO.COM,www.thewacco.com,10/28/2016 10:10:07 AM
RTB MANAGEMENT,3468 SILVERADO TRAIL,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:07 AM
FLWC VINEYARDS INC,5081 ROUTE 414,,"HECTOR NY, 14841",HECTOR,NY,14841,(607) 329-4004,wine@glenora.com,www.glenora.com,10/28/2016 10:10:07 AM
STANDING JOURNEY LLC,1429 TUBBS LANE,,"CALISTOGA CA, 94515-9726",CALISTOGA,CA,94515,(800) 400-1353,chateaumontelena@csa-compliance.com,,10/28/2016 10:10:07 AM
CHATEAU MORRISETTE INC,287 WINERY RD,,"FLOYD VA, 24091",FLOYD,VA,24091,(540) 593-2865,jackiek@thedogs.com,www.thedogs.com,10/28/2016 10:10:08 AM
CHATEAU POTELLE LLC,1721 PATRICK RD,,"NAPA CA, 94558",NAPA,CA,94558,(707) 291-8828,Tammie@chateaupotelle.com,www.chateaupotelle.com,10/28/2016 10:10:08 AM
CHEHALEM INC,31190 NE VERTIAS LANE,,"NEWBERG OR, 97132",NEWBERG,OR,97132,(503) 318-9312,sampbooking@gmail.com,,10/28/2016 10:10:08 AM
"SORRENTI ORCHARDS, INC.",130 LOWER CHERRY VALLEY RD,,"SAYLORSBURG PA, 18353-8325",SAYLORSBURG,PA,18353,(570) 992-2255,CVWINE@EPIX.NET,,10/28/2016 10:10:08 AM
CHIARELLO FAMILY VINEYARDS LLC,2075 SUMMIT LAKE DR,,"ANGWIN CA, 94508",ANGWIN,CA,94508,(866) 661-4190,brenda@wineindustrycompliance.com,,10/28/2016 10:10:08 AM
KRAUSE FAMILY CELLARS LLC,107 E 44TH ST,,"GARDEN CITY ID, 83714",GARDEN CITY,ID,83714,(208) 376-4023,info@cinderwines.com,www.cinderwines.com,10/28/2016 10:10:08 AM
DOMAINE M. B. LLC,6751 LAGUNA PKY,,"SEBASTOPOL CA, 95472-3445",SEBASTOPOL,CA,95472,(805) 239-4502,domaine.m.b@compli-beverage.com,,10/28/2016 10:10:08 AM
CLARK CLAUDON VINEYARDS LLC,1155 MEE LANE,,"RUTHERFORD CA, 94573",RUTHERFORD,CA,94573,,laurie@clarkclaudon.com,www.clarkclaudon.com,10/28/2016 10:10:08 AM
CLIF BAR FAMILY WINERY & FARM LLC,3130 OLD LAWLEY TOLL RD,,"CALISTOGA CA, 94515-9728",CALISTOGA,CA,94515,(866) 661-4190,karyn@wineindustrycompliance.com,,10/28/2016 10:10:08 AM
TWIN PEAKS WINERY INC,1473 YOUNTVILLE CROSS RD,,"YOUNTVILLE CA, 94599-9471",YOUNTVILLE,CA,94599,(707) 944-8642,compliance@ledefamilywines.com,www.ledefamilywines.com,10/28/2016 10:10:08 AM
,1000 FERN HOLLOW RD,,"LA HONDA CA, 94020",LA HONDA,CA,94020,(508) 648-2505,coastalcompliance@comcast.net,,10/28/2016 10:10:08 AM
CLOS DU VAL WINE COMPANY LTD,5330 SILVERADO  TRAIL,,"NAPA CA, 94558",NAPA,CA,94558,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:08 AM
CLOS LACHANCE WINES LLC,13800 HUMMINGBIRD LN,,"SAN MARTIN CA, 95046-9482",SAN MARTIN,CA,95046,(707) 284-2828,LICENSING@COMPLIANCE-CONNECT.COM,,10/28/2016 10:10:08 AM
VINTAGE WINE ESTATES INC,1060 DUNAWEAL LANE,,"CALISTOGA CA, 94515",CALISTOGA,CA,94515,(707) 265-6331,lyz@vintnersaccounting.com,www.vintnersaccounting.com,10/28/2016 10:10:08 AM
"CLOVER HILL ENTERPRISES, INC.",9850 NEWTOWN RD,,"BREINIGSVILLE PA, 18031-1808",BREINIGSVILLE,PA,18031,(610) 395-2468,PAT@CLOVERHILLWINERY.COM,www.cloverhillwinery.com,10/28/2016 10:10:08 AM
"COL SOLARE, LLP",50207 ANTINORI RD,,"BENTON CITY WA, 99320",BENTON CITY,WA,99320,(425) 415-3733,compliance@smwe.com,www.smwe.com,10/28/2016 10:10:08 AM
STE MICHELLE WINE ESTATES LTD,RT 221 1 MILE N OF PATERSON,,"PATERSON WA, 99345",PATERSON,WA,99345,,compliance@smwe.com,www.smwe.com,10/28/2016 10:10:08 AM
THE WINE GROUP INC,4590 TESLA RD,,"LIVERMORE CA, 94550-9002",LIVERMORE,CA,94550,(209) 599-0351,dijana.kristo@thewinegroup.com,www.thewinegroup.com,10/28/2016 10:10:08 AM
STE MICHELLE WINE ESTATES LTD,8711 SILVERADO TRAIL,,"SAINT HELENA CA, 94574",SAINT HELENA,CA,94574,(425) 415-3733,compliance@smwe.com,www.smwe.com,10/28/2016 10:10:08 AM
"CONNEAUT CELLARS, INC.",12005 CONNEAUT RD,PO BOX 5075,"CONNEAUT LAKE PA, 16316-5075",CONNEAUT LAKE,PA,16316,(814) 382-3999,INFO@CONNEAUTCELLARS.COM,www.conneautcellars.com,10/28/2016 10:10:08 AM
ESCALERA-BOULET LLC,2643 INDUSTRIAL PKY,,"SANTA MARIA CA, 93455",SANTA MARIA,CA,93455,(530) 432-2262,brett@sangerwines.com,www.sangerwines.com,10/28/2016 10:10:08 AM
TMR WINE COMPANY LLC,1683 SAGE CANYON RD,,"SAINT HELENA CA, 94574-9809",SAINT HELENA,CA,94574,(866) 661-4190,karyn@wineindustrycompliance.com,,10/28/2016 10:10:08 AM
CONUNDRUM WINERY LLC,1290 RIVER RD,,"SALINAS CA, 93908",SALINAS,CA,93908,,Conundrum@compli-beverage.com,,10/28/2016 10:10:08 AM
COOL HAND VINEYARDS LLC,63 THOMAS RD,,"BUELLTON CA, 93427-9657",BUELLTON,CA,93427,(866) 661-4190,melissa@wineindustrycompliance.com,,10/28/2016 10:10:08 AM
COOPER VINEYARDS LLC,13372 SHANNON HILL RD,,"LOUISA VA, 23093-3929",LOUISA,VA,23093,(540) 894-5474,dmdrillock@aol.com,,10/28/2016 10:10:08 AM
COOPER WINE COMPANY LLC,35306 N SUNSET RD,,"BENTON CITY WA, 99320-7505",BENTON CITY,WA,99320,(509) 588-2667,dru.cwc@gmail.com,,10/28/2016 10:10:08 AM
COR CELLARS LLC,151 OLD HIGHWAY 8,,"LYLE WA, 98635-9323",LYLE,WA,98635,(503) 318-9312,sampbooking@gmail.com,,10/28/2016 10:10:08 AM
CORISON WINERY INC,987 ST HELENA HWY S,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(707) 963-0826,Cathy@corison.com,www.corison.com,10/28/2016 10:10:08 AM
WASHINGTON VINTNERS LLC,511 N 2ND AV,,"WALLA WALLA WA, 99362-1810",WALLA WALLA,WA,99362,(509) 876-2461,lindsey@wcsofww.com,www.wcsofww.com,10/28/2016 10:10:08 AM
CORNERSTONE CELLARS LLC,5055 SOLANO AVE,,"NAPA CA, 94558-1326",NAPA,CA,94558,(707) 528-8500,cornerstone@dhwinecompliance.com,,10/28/2016 10:10:08 AM
VINTAGE WINE ESTATES INC,7415 ST HELENA HWY,,"YOUNTVILLE CA, 94599",YOUNTVILLE,CA,94599,(707) 265-6331,lyz@vintnersaccounting.com,www.vintnersaccounting.com,10/28/2016 10:10:09 AM
CRISTOM VINEYARDS INC,6905 SPRING VALLEY RD NW,,"SALEM OR, 97304-9779",SALEM,OR,97304,(503) 375-3068,jeri@cristomvineyards.com,www.cristomvineyards.com,10/28/2016 10:10:09 AM
CROCKER & STARR WINE COMPANY LLC,700 DOWDELL LANE,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(707) 967-9111,crockerstarrcomp@gmail.com,,10/28/2016 10:10:09 AM
SALVATORE CULLARI KATHRYN CULLARI,2167 SAND HILL RD,,"HERSHEY PA, 17033-2660",HERSHEY,PA,17033,(717) 533-7131,SCULLARI@SPRYNET.COM,www.sprynet.com,10/28/2016 10:10:09 AM
CUVAISON INC,1221 DUHIG RD,,"NAPA CA, 94559",NAPA,CA,94559,(707) 942-2450,melody@cuvaison.com,www.cuvaison.com,10/28/2016 10:10:09 AM
DAILY CELLARS LLC,4550 SILVERADO TRAIL,,"CALISTOGA CA, 94515",CALISTOGA,CA,94515,(707) 252-4725,jw1@winecompliance.com,,10/28/2016 10:10:09 AM
DAMIANI WINE CELLARS LLC,4704 RTE 414,,"BURDETT NY, 14818",BURDETT,NY,14818,(607) 227-9587,glenn@damianiwinecellars.com,www.damianiwinecellars.com,10/28/2016 10:10:09 AM
DANA ESTATES INC,1895 CABERNET  LANE,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(866) 661-4190,karyn@wineindustrycompliance.com,,10/28/2016 10:10:09 AM
DARCIE KENT LLC,7000 TESLA RD,,"LIVERMOORE CA, 94550",LIVERMOORE,CA,94550,,darcie.kent@compli-beverage.com,,10/28/2016 10:10:09 AM
DARIOUSH KHALEDI WINERY LLC,4240 SILVERADO TRAIL,,"NAPA CA, 94558-1117",NAPA,CA,94558,(707) 252-4725,eva@winecompliance.com,,10/28/2016 10:10:09 AM
DASHE WINE CELLARS LLC,55 4TH  ST,,"OAKLAND CA, 94607",OAKLAND,CA,94607,(510) 452-1800,monica@dashecellars.com,www.dashecellars.com,10/28/2016 10:10:09 AM
DAVERO SONOMA INC,766 WESTSIDE RD,,"HEALDSBURG CA, 95448",HEALDSBURG,CA,95448,(707) 431-8000,bookkeeping@davero.com,www.davero.com,10/28/2016 10:10:09 AM
DAVIS ESTATES LLC,4060 SILVERADO TRAIL,,"CALISTOGA CA, 94515-9650",CALISTOGA,CA,94515,(707) 942-0700,trishas@davisestates.com,www.davisestates.com,10/28/2016 10:10:09 AM
"DELILLE CELLARS, LLC",14208 WOODINVILLE-REDMOND RD NE,,"REDMOND WA, 98052",REDMOND,WA,98052,(425) 489-0544,sharon@delillecellars.com,www.delillecellars.com,10/28/2016 10:10:09 AM
INVESTORS OF AMERICA LP,2121 ALISOS RD,,"SANTA YNEZ CA, 93460",SANTA YNEZ,CA,93460,(805) 697-7299,kathy@beveragewise.com,www.beveragewise.com,10/28/2016 10:10:09 AM
DOMAINE CARNEROS LTD,1240 DUHIG RD,,"NAPA CA, 94559",NAPA,CA,94559,(707) 266-5133,jdrake@domainecarneros.com,www.domainecarneros.com,10/28/2016 10:10:09 AM
DOMAINE CHANDON INC,ONE CALIFORNIA DR,,"YOUNTVILLE  CA, 94599","YOUNTVILLE ",CA,94599,(707) 944-8844,domaine.chandon@compli-beverage.com,,10/28/2016 10:10:09 AM
DOMAINE DROUHIN OREGAN INC,6750 NE BREYMAN ORCHARDS RD,,"DAYTON OR, 97114-7219",DAYTON,OR,97114,(503) 864-2700,chelsea@domainedrouhin.com,www.domainedrouhin.com,10/28/2016 10:10:09 AM
DONATI FAMILY VINEYARD INC,2720 OAKVIEW RD,,"TEMPLETON CA, 93465-8798",TEMPLETON,CA,93465,(408) 395-7724,1STIPP@DONATIFAMILYVINEYARD.CO,www.donatifamilyvineyard.co,10/28/2016 10:10:09 AM
DONELAN FAMILY WINE CELLARS LLC,3352 COFFEY LANE,,"SANTA ROSA CA, 95403",SANTA ROSA,CA,95403,(866) 661-4190,karyn@wineindustrycompliance.com,,10/28/2016 10:10:09 AM
DOUBLE CANYON VINEYARDS LLC,3100 LEE RD,,"PROSSER WA, 99350-6572",PROSSER,WA,99350,(707) 260-0922,jeanette.wemette@crimsonwinegroup.com,www.crimsonwinegroup.com,10/28/2016 10:10:09 AM
DR STEPHENS ESTATE WINES LLC,3524 SILVERADO TRAIL,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(707) 963-2908,dgranger@drstephensestate.com,www.drstephensestate.com,10/28/2016 10:10:09 AM
DRAGONETTE CELLARS LLC,55 LOS PADRES WAY STE 1,,"BUELLTON CA, 93427-9581",BUELLTON,CA,93427,(805) 688-8440,info@dragonettecellars.com,www.dragonettecellars.com,10/28/2016 10:10:09 AM
DRINKS LICENSING LLC,9119 GRATON  RD,,"GRATON CA, 95444",GRATON,CA,95444,,wine.insider@compli-beverage.com,,10/28/2016 10:10:09 AM
DUCKHORN WINE COMPANY,1000 LODI LN,,"ST HELENA CA, 94574-9713",ST HELENA,CA,94574,(707) 963-7108,,,10/28/2016 10:10:09 AM
DUMOL WINERY LLC,1400 AMERICAN WAY,,"WINDSOR CA, 95492-7759",WINDSOR,CA,95492,(707) 948-7139,compliance@dumol.com,www.dumol.com,10/28/2016 10:10:09 AM
DUNHAM CELLARS LLC,150 E BOEING AV,,"WALLA WALLA WA, 99362-7400",WALLA WALLA,WA,99362,(509) 529-4685,wine@dunhamcellars.com,www.dunhamcellars.com,10/28/2016 10:10:09 AM
D & J F CELLARS,23145 HWY 99W,,"DUNDEE OR, 97115",DUNDEE,OR,97115,(503) 538-3199,lisaj@duckpondcellars.com,www.duckpondcellars.com,10/28/2016 10:10:09 AM
DUPLIN WINE CELLARS INC,505 N SYCAMORE ST,PO BOX 756,"ROSE HILL NC, 28458-0756",ROSE HILL,NC,28458,(910) 289-3888,INFO@DUPLINWINERY.COM,www.duplinwinery.com,10/28/2016 10:10:09 AM
SEBASTOPOL VINEYARDS & WINERY CORP.,8757 GREEN VALLEY RD,,"SEBASTOPOL CA, 95472-2259",SEBASTOPOL,CA,95472,,LICENSING@COMPLIANCE-CONNECT.COM,,10/28/2016 10:10:09 AM
MADISON COUNTY WINES LLC,6109 WOLFTOWN HOOD RD,,"MADISON VA, 22727",MADISON,VA,22727,(202) 527-0161,doneva@earlymountain.com,www.earlymountain.com,10/28/2016 10:10:10 AM
EBERLE WINERY LTD,3810 HWY 46 EAST,,"PASO ROBLES CA, 93446",PASO ROBLES,CA,93446,(805) 238-9607,trevor@eberlewinery.com,www.eberlewinery.com,10/28/2016 10:10:10 AM
NEW VAVIN INC,3222 EHLERS LANE,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(707) 252-4725,eva@winecompliance.com,,10/28/2016 10:10:10 AM
EHREN JORDAN WINE CELLARS LLC,3530 SILVERADO TRAIL,,"SAINT HELENA CA, 94574-9663",SAINT HELENA,CA,94574,(866) 661-4190,karyn@wineindustrycompliance.com,,10/28/2016 10:10:10 AM
HEMISPHERE WINE COMPANY INC,5055 SOLANO AVE,,"NAPA CA, 94558-1326",NAPA,CA,94558,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:10 AM
ELK COVE VINEYARDS INC,27751 NW OLSON RD,,"GASTON OR, 97119",GASTON,OR,97119,(503) 985-7760,kim@elkcove.com,www.elkcove.com,10/28/2016 10:10:10 AM
"ELV-OREGON, LLC",572 PATTERSON ST NW,,"SALEM OR, 97304",SALEM,OR,97304,(805) 239-4502,elv.oregon@compli-beverage.com,,10/28/2016 10:10:10 AM
FN CELLARS LLC,2064 HWY 116 N,,"SEBASTOPOL CA, 95472",SEBASTOPOL,CA,95472,(707) 967-9600,ssmith@fn-mail.com,,10/28/2016 10:10:10 AM
"FOLEY FAMILY WINES, INC.",2300 AIRPORT RD,,"PASO ROBLES CA, 93446-8549",PASO ROBLES,CA,93446,(707) 708-7641,compliance@foleyfamilywines.com,www.foleyfamilywines.com,10/28/2016 10:10:10 AM
ARMSTRONG VINEYARDS INC,7575 YORK MOUNTAIN RD,,"TEMPLETON CA, 93465",TEMPLETON,CA,93465,(800) 400-1353,reporting@csa-compliance.com,,10/28/2016 10:10:10 AM
STE MICHELLE WINE ESTATES LTD,9409 NE WORDEN HILL RD,,"DUNDEE OR, 97115",DUNDEE,OR,97115,(425) 415-3733,compliance@smwe.com,www.smwe.com,10/28/2016 10:10:10 AM
PREMIUM VINTNERS LLC,2554 VIA RANCHEROS,,"FALLBROOK CA, 82028-8264",FALLBROOK,CA,82028,(760) 728-8787,rwood@fallbrookwinery.com,www.fallbrookwinery.com,10/28/2016 10:10:10 AM
FN CELLARS LLC,1350 ACACIA DR,,"OAKVILLE CA, 94562",OAKVILLE,CA,94562,(707) 967-9600,ssmith@fn-mail.com,,10/28/2016 10:10:10 AM
FAVIA ERICKSON WINEGROWERS LLC,230 N CRYSTAL SPRINGS RD,,"SAINT HELENA CA, 94574-9664",SAINT HELENA,CA,94574,(866) 664-4190,brenda@wineindustrycompliance.com,,10/28/2016 10:10:10 AM
PARKER STATION INC,6200 FOXEN CANYON RD,,"LOS OLIVOS CA, 93441",LOS OLIVOS,CA,93441,(805) 688-1545,debra@fessparker.com,www.fessparker.com,10/28/2016 10:10:10 AM
FIDELITAS WINES LLC,51810 N SUNSET RD,,"BENTON CITY WA, 99320-7508",BENTON CITY,WA,99320,,chelsea@fidelitaswines.com,www.fidelitaswines.com,10/28/2016 10:10:10 AM
NPLAINVUE LLC,1650 HARRIS CREEK RD,,"CHARLOTTESVILLE VA, 22902-7820",CHARLOTTESVILLE,VA,22902,(434) 979-7105,andrew@firstcolonywinery.com,www.firstcolonywinery.com,10/28/2016 10:10:10 AM
FLANEUR WINES LLC,258A N KUTCH ST,,"CARLTON OR, 97111",CARLTON,OR,97111,(202) 374-0828,marty@flaneurwines.com,www.flaneurwines.com,10/28/2016 10:10:10 AM
FLICKERWOOD WINE CELLARS INC,309 FLICKERWOOD RD,,"KANE PA, 16735-3915",KANE,PA,16735,(814) 837-7566,INFO@FLICKERWOOD.COM,www.flickerwood.com,10/28/2016 10:10:10 AM
FLOWERS VINEYARD AND WINERY LLC,28500 SEAVIEW RD,,"CAZADERO CA, 95421-9767",CAZADERO,CA,95421,(707) 284-2828,INFO@FLOWERSWINERY.COM,www.flowerswinery.com,10/28/2016 10:10:10 AM
MOUNTAIN VALLEY VINEYARDS INC,875 RIVER RD,,"FULTON CA, 95439",FULTON,CA,95439,(707) 326-9699,brent@foglinevineyards.com,www.foglinevineyards.com,10/28/2016 10:10:10 AM
FOLEY ESTATES VINEYARD & WINERY LLC,6121 E HWY 246,,"LOMPOC CA, 93436",LOMPOC,CA,93436,(707) 708-7641,compliance@foleyfamilywines.com,www.foleyfamilywines.com,10/28/2016 10:10:10 AM
"FOLEY FAMILY WINES, INC.",8350 ST. HELENA HWY,,"RUTHERFORD CA, 94573",RUTHERFORD,CA,94573,(707) 708-7641,compliance@foleyfamilywines.com,www.foleyfamilywines.com,10/28/2016 10:10:10 AM
FONTANELLA WINES LLC,1721 PATRICK RD,,"NAPA CA, 94558",NAPA,CA,94558,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:10 AM
FOX RUN VINEYARDS INC,670 RTE 14,,"PENN YAN NY, 14527-9622",PENN YAN,NY,14527,(315) 536-4616,scott.osborn@foxrunvineyards.com,www.foxrunvineyards.com,10/28/2016 10:10:10 AM
FRANKLIN HILL VINEYARDS INC,7833 FRANKLIN HILL RD,,"BANGOR PA, 18013-4039",BANGOR,PA,18013,,FRANKLINHILL@ENTER.NET,www.enter.net,10/28/2016 10:10:10 AM
JACKSON FAMILY WINES INC,3022 ST HELENA HWY N,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(707) 547-4798,Dezerlee.Reeves@jfwmail.com,,10/28/2016 10:10:10 AM
FRITZ CELLARS INC,24691 DUTCHER CREEK RD,,"CLOVERDALE CA, 95425",CLOVERDALE,CA,95425,(707) 894-4687,cfritz@fritzwinery.com,www.fritzwinery.com,10/28/2016 10:10:10 AM
GALEN GLEN WINERY LLC,255 WINTER MOUNTAIN DR,,"ANDREAS PA, 18211-3256",ANDREAS,PA,18211,(570) 386-3682,GRUVEEGRUNER@GALENGLEN.COM,www.galenglen.com,10/28/2016 10:10:10 AM
GANDONA INC,1533 SAGE CANYON RD,,"SAINT HELENA CA, 94574-9628",SAINT HELENA,CA,94574,(707) 967-5550,compliance@gandona.com,www.gandona.com,10/28/2016 10:10:10 AM
GF WINES LLC,10701 WESTSIDE RD,,"HEALDSBURG CA, 95448-8355",HEALDSBURG,CA,95448,,Gary.Farrell.Winery@compli-beverage.com,,10/28/2016 10:10:11 AM
GEMSTONE VINEYARDS LLC,2929 ST HELENA HWY,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(866) 661-4190,melissa@wineindustrycompliance.com,,10/28/2016 10:10:11 AM
GENERATIONS OF SONOMA LLC,21481 8TH ST E,,"SONOMA CA, 95476",SONOMA,CA,95476,(707) 528-8500,generations@dhwinecompliance.com,,10/28/2016 10:10:11 AM
JOHN NICOLOZAKES,62920 GEORGETOWN RD,,"CAMBRIDGE OH, 43725-9749",CAMBRIDGE,OH,43725,(740) 435-3222,info@georgetownvineyards.com,www.georgetownvineyards.com,10/28/2016 10:10:11 AM
GERVASI 1700 LLC,1700 55TH ST NE,,"CANTON OH, 44721-3401",CANTON,OH,44721,(330) 433-2935,jeff@gervasivineyard.com,www.gervasivineyard.com,10/28/2016 10:10:11 AM
GIFT SERVICES INC,8801 WALL ST,,"AUSTIN TX, 78754",AUSTIN,TX,78754,,craig@gifttree.com,www.gifttree.com,10/28/2016 10:10:11 AM
W J DEUTSCH & SONS LTD,21684 8TH ST E STE 300,,"SONOMA CA, 95476-1817",SONOMA,CA,95476,(204) 965-4119,diane.delaney@deutschfamily.com,www.deutschfamily.com,10/28/2016 10:10:11 AM
"GLADES PIKE WINERY, INC.",2208 GLADES PK,,"SOMERSET PA, 15501-8516",SOMERSET,PA,15501,(814) 445-4630,LIZ@GLADESPIKEWINERY.COM,www.gladespikewinery.com,10/28/2016 10:10:11 AM
JACKSON FAMILY WINES INC,19090 NE WOODLAND LOOP RD,,"YAMHILL OR, 97148",YAMHILL,OR,97148,(707) 547-4798,Dezerlee.Reeves@jfwmail.com,,10/28/2016 10:10:11 AM
GRGICH HILLS CELLAR,1829 ST HELENA HWY,,"RUTHERFORD CA, 94573",RUTHERFORD,CA,94573,(707) 963-2784,ggolden@grgich.com,www.grgich.com,10/28/2016 10:10:11 AM
HALL WINES LLC,401 ST HELENA HWY S,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:11 AM
HAMEL FAMILY WINES LLC,15401 AND 15409 SONOMA HWY,,"SONOMA CA, 95476",SONOMA,CA,95476,(707) 284-2828,licensing@compliance-connect.com,,10/28/2016 10:10:11 AM
HANDWRITTEN WINES LLC,25 ENTERPRISE WAY,UNITS 4 - 8,"NAPA CA, 94558",NAPA,CA,94558,(707) 944-5620,judd@tglwc.com,www.tglwc.com,10/28/2016 10:10:11 AM
HANNA WINERY INC,9280 HIGHWAY 128,,"HEALDSBURG CA, 95448",HEALDSBURG,CA,95448,(707) 431-4310,YvonneLozinto@hannawinery.com,www.hannawinery.com,10/28/2016 10:10:11 AM
GMIC VINEYARDS LLC,18596 LOMITA AV,,"SONOMA CA, 95476-4619",SONOMA,CA,95476,(707) 996-3860,lauren@hanzell.com,www.hanzell.com,10/28/2016 10:10:11 AM
HARDBALL BEVERAGE INC,805 ORCHARD RD,,"MOUNT BETHEL PA, 18343-5105",MOUNT BETHEL,PA,18343,(484) 341-3101,hardballcider@gmail.com,,10/28/2016 10:10:11 AM
HARLAN ESTATE WINERY INC,1551 OAKVILLE GRADE,,"OAKVILLE CA, 94562",OAKVILLE,CA,94562,(707) 578-7807,paula@complianceservice.com,,10/28/2016 10:10:11 AM
HARTFORD-JACKSON LLC,8075 MARTINELLI RD,,"FORESTVILLE CA, 95436",FORESTVILLE,CA,95436,(707) 547-4798,Dezerlee.Reeves@jfwmail.com,,10/28/2016 10:10:11 AM
MICHAEL DESANTIS & SCOTTI STARK,4660 SILVERADO TRAIL,,"CALISTOGA CA, 94515",CALISTOGA,CA,94515,(707) 287-3532,harumphtx@gmail.com,,10/28/2016 10:10:11 AM
HAWSTONE HOLLOW WINERY INC,11 HAWSTONE RD,,"LEWISTOWN PA, 17044-7812",LEWISTOWN,PA,17044,(717) 242-6392,JOHNSON77@VERIZON.NET,,10/28/2016 10:10:11 AM
HAZLITT 1852 VINEYARDS INC,5712 RTE 414,PO BOX 207,"HECTOR NY, 14841-0207",HECTOR,NY,14841,(607) 546-9463,anna.kabelac@hazlitt1852.com,www.hazlitt1852.com,10/28/2016 10:10:11 AM
HEART & HANDS WINE COMPANY,4162 STATE RTE,,"UNION SPRINGS NY, 13160",UNION SPRINGS,NY,13160,(315) 889-8500,susan@heartandhandswine.com,www.heartandhandswine.com,10/28/2016 10:10:11 AM
FROST WINES LLC,3962 RT 14,,"DUNDEE NY, 14837",DUNDEE,NY,14837,(607) 243-7971,wines@wiemer.com,www.wiemer.com,10/28/2016 10:10:11 AM
HERON HILL VINEYARDS,9301 COUNTY RTE 76,,"HAMMONDSPORT NY, 14840-9685",HAMMONDSPORT,NY,14840,(607) 868-4241,,,10/28/2016 10:10:11 AM
HILL ESTATES INC,5055 SOLANO AVE,,"NAPA CA, 94558-1326",NAPA,CA,94558,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:11 AM
